time,note,velocity,duration
2840,89,120,1420
2960,86,120,80
3080,81,120,80
3200,89,120,80
3320,86,120,80
3440,81,120,80
3560,89,120,80
3680,86,120,80
3800,81,120,80
3920,89,120,80
4040,86,120,80
4160,81,120,80
4280,88,120,120
4600,88,120,120
4920,88,120,180
5240,89,120,80
5360,86,120,80
5480,81,120,80
5600,89,120,80
5720,86,120,80
5840,81,120,120
5960,89,120,120
6080,88,120,120
6200,81,120,80
6320,89,120,80
6440,86,120,80
6560,84,120,120
6680,91,120,120
6800,82,120,50
6860,86,120,50
6920,89,120,50
6980,88,120,50
7000,91,120,120
7040,84,120,50
7100,81,120,50
7160,79,120,50
7220,81,120,50
7280,77,120,50
7320,91,120,180
7340,76,120,50
7400,72,120,50
7460,74,120,50
7520,70,120,50
7580,69,120,50
7640,89,120,80
7760,86,120,80
7880,81,120,80
8000,89,120,80
8120,86,120,80
8240,81,120,80
8360,89,120,80
8480,86,120,80
8600,81,120,80
8720,89,120,80
8840,86,120,80
8960,81,120,80
9080,88,120,120
9400,88,120,120
9720,88,120,180
10040,89,120,80
10160,86,120,80
10280,81,120,80
10400,89,120,80
10520,86,120,80
10640,81,120,80
10760,89,120,80
10880,86,120,80
11000,81,120,80
11120,89,120,80
11240,86,120,80
11360,81,120,80
11480,91,120,120
11800,91,120,120
12120,91,120,180
12440,89,120,1420
12560,86,120,80
12680,81,120,80
12800,89,120,80
12920,86,120,80
13040,81,120,80
13160,89,120,80
13280,86,120,80
13400,81,120,80
13520,89,120,80
13640,86,120,80
13760,81,120,80
13880,88,120,120
14200,88,120,120
14520,88,120,180
14840,89,120,80
14960,86,120,80
15080,81,120,80
15200,89,120,80
15320,86,120,80
15440,81,120,120
15560,89,120,120
15680,88,120,120
15800,81,120,80
15920,89,120,80
16040,86,120,80
16160,84,120,120
16280,91,120,120
16400,82,120,50
16460,86,120,50
16520,89,120,50
16580,88,120,50
16600,91,120,120
16640,84,120,50
16700,81,120,50
16760,79,120,50
16820,81,120,50
16880,77,120,50
16920,91,120,180
16940,76,120,50
17000,72,120,50
17060,74,120,50
17120,70,120,50
17180,69,120,50
17240,89,120,80
17360,86,120,80
17480,81,120,80
17600,89,120,80
17720,86,120,80
17840,81,120,80
17960,89,120,80
18080,86,120,80
18200,81,120,80
18320,89,120,80
18440,86,120,80
18560,81,120,80
18680,88,120,120
19000,88,120,120
19320,88,120,180
19640,89,120,80
19760,86,120,80
19880,81,120,80
20000,89,120,80
20120,86,120,80
20240,81,120,80
20360,89,120,80
20480,86,120,80
20600,81,120,80
20720,89,120,80
20840,86,120,80
20960,81,120,80
21080,91,120,120
21400,91,120,120
21720,91,120,180
22040,81,120,240
22520,77,120,240
23000,80,120,240
23480,76,120,240
23960,83,120,240
24440,80,120,240
24920,79,120,240
25400,82,120,240
25880,81,120,240
26360,77,120,240
26840,80,120,240
27320,76,120,240
27800,83,120,240
28280,80,120,240
28760,79,120,920
29720,81,120,240
29960,89,120,120
30200,77,120,240
30440,89,120,120
30680,80,120,240
30920,88,120,120
31160,76,120,240
31400,88,120,120
31640,83,120,240
31880,92,120,120
32120,80,120,240
32360,92,120,120
32600,79,120,240
32840,91,120,120
33080,82,120,240
33320,91,120,120
33560,81,120,240
33800,89,120,120
34040,77,120,240
34280,89,120,120
34520,80,120,240
34760,88,120,120
35000,76,120,240
35240,88,120,120
35480,95,120,240
35720,92,120,120
35960,92,120,240
36200,92,120,120
36440,91,120,920
36680,91,120,120
37160,91,120,120
37400,86,120,240
37880,93,120,240
38360,88,120,240
38840,93,120,240
39320,89,120,240
39800,91,120,230
40040,93,120,230
40280,91,120,240
40760,95,120,240
41240,98,120,230
41480,93,120,230
41720,100,120,230
41960,101,120,120
42200,100,120,230
42440,101,120,120
42560,100,120,120
42680,98,120,230
42920,96,120,120
43160,93,120,230
43400,96,120,180
43640,91,120,230
43880,93,120,180
44120,89,120,920
45080,86,120,240
45560,93,120,240
46040,88,120,240
46520,93,120,240
47000,89,120,240
47480,91,120,230
47720,93,120,230
47960,91,120,240
48440,95,120,240
48920,98,120,230
49160,93,120,230
49400,100,120,230
49640,101,120,120
49880,100,120,230
50120,101,120,120
50240,100,120,120
50360,98,120,230
50600,96,120,120
50840,98,120,1900
52760,86,120,240
53240,93,120,240
53720,88,120,240
54200,93,120,240
54680,89,120,240
55160,91,120,230
55400,93,120,230
55640,91,120,240
56120,95,120,240
56600,98,120,230
56840,93,120,230
57080,100,120,230
57320,101,120,120
57560,100,120,230
57800,101,120,120
57920,100,120,120
58040,98,120,230
58280,96,120,120
58520,93,120,230
58760,96,120,180
59000,91,120,230
59240,93,120,180
59480,89,120,920
60440,86,120,240
60920,93,120,240
61400,88,120,240
61880,93,120,240
62360,89,120,240
62840,91,120,230
63080,93,120,230
63320,91,120,240
63800,95,120,240
64280,98,120,230
64520,93,120,230
64760,100,120,230
65000,101,120,120
65240,100,120,230
65480,101,120,120
65600,100,120,120
65720,98,120,230
65960,96,120,120
66200,98,120,1900
68120,98,120,230
68280,93,120,230
68440,91,120,230
68600,98,120,230
68760,93,120,230
68920,91,120,230
69080,98,120,230
69240,93,120,230
69400,91,120,230
69560,98,120,230
69720,93,120,230
69880,91,120,230
70040,98,120,230
70200,93,120,230
70360,91,120,230
70520,98,120,230
70680,93,120,230
70840,91,120,230
71000,98,120,230
71160,93,120,230
71320,91,120,230
71480,98,120,230
71640,93,120,230
71800,91,120,230
71960,97,120,230
72120,93,120,230
72280,90,120,230
72440,97,120,230
72600,93,120,230
72760,90,120,230
72920,97,120,230
73080,93,120,230
73240,90,120,230
73400,97,120,230
73560,93,120,230
73720,90,120,230
73880,97,120,230
74040,93,120,230
74200,90,120,230
74360,97,120,230
74520,93,120,230
74680,90,120,230
74840,97,120,230
75000,93,120,230
75160,90,120,230
75320,97,120,230
75480,93,120,230
75640,90,120,230
75800,97,120,230
75960,93,120,230
76120,90,120,230
76280,97,120,230
76440,93,120,230
76600,90,120,230
76760,95,120,230
76920,92,120,230
77080,88,120,230
77240,95,120,230
77400,92,120,230
77560,88,120,230
77720,93,120,230
77880,90,120,230
78040,85,120,230
78200,92,120,230
78360,93,120,230
78520,95,120,230
78680,90,120,680
79400,85,120,120
79520,88,120,120
79640,90,120,230
79800,85,120,230
79960,81,120,230
80120,90,120,230
80280,85,120,230
80440,81,120,230
80600,92,120,230
80760,88,120,230
80920,83,120,230
81080,92,120,230
81240,88,120,230
81400,83,120,230
81560,92,120,230
81720,89,120,230
81880,83,120,230
82040,92,120,230
82200,93,120,230
82360,95,120,230
82520,97,120,920
83480,97,120,230
83640,93,120,230
83800,90,120,230
83960,97,120,230
84120,93,120,230
84280,90,120,230
84440,95,120,230
84600,92,120,230
84760,88,120,230
84920,95,120,230
85080,92,120,230
85240,88,120,230
85400,93,120,230
85560,90,120,230
85720,85,120,230
85880,92,120,230
86040,93,120,230
86200,95,120,230
86360,90,120,680
87080,85,120,120
87200,88,120,120
87320,90,120,230
87480,85,120,230
87640,81,120,230
87800,90,120,230
87960,85,120,230
88120,81,120,230
88280,92,120,230
88440,88,120,230
88600,83,120,230
88760,92,120,230
88920,88,120,230
89080,83,120,230
89240,92,120,230
89400,89,120,230
89560,83,120,230
89720,92,120,230
89880,89,120,230
90040,83,120,230
90200,97,120,180
90560,97,120,180
90920,97,120,230
91160,65,120,920
92120,64,120,920
93080,68,120,920
94040,67,120,920
95000,65,120,920
95960,64,120,920
96920,68,120,920
97880,67,120,920
98840,65,120,920
99080,89,120,120
99560,89,120,120
99800,64,120,920
100040,88,120,120
100520,88,120,120
100760,68,120,920
101000,92,120,120
101480,92,120,120
101720,67,120,920
101960,91,120,120
102440,91,120,120
102680,65,120,920
102920,89,120,120
103400,89,120,120
103640,64,120,920
103880,88,120,120
104360,88,120,120
104600,68,120,920
104840,92,120,120
105320,92,120,120
105560,67,120,920
105800,91,120,120
106280,91,120,120
106520,81,120,240
106760,89,120,120
107000,77,120,240
107240,89,120,120
107480,80,120,240
107720,88,120,120
107960,76,120,240
108200,88,120,120
108440,83,120,240
108680,92,120,120
108920,80,120,240
109160,92,120,120
109400,79,120,240
109640,91,120,120
109880,82,120,240
110120,91,120,120
110360,81,120,240
110600,89,120,120
110840,77,120,240
111080,89,120,120
111320,80,120,240
111560,88,120,120
111800,76,120,240
112040,88,120,120
112280,83,120,240
112520,92,120,120
112760,80,120,240
113000,92,120,120
113240,79,120,920
113480,91,120,120
113960,91,120,120
114200,81,120,240
114440,89,120,120
114680,77,120,240
114920,89,120,120
115160,80,120,240
115400,88,120,120
115640,76,120,240
115880,88,120,120
116120,83,120,240
116360,92,120,120
116600,80,120,240
116840,92,120,120
117080,79,120,240
117320,91,120,120
117560,82,120,240
117800,91,120,120
118040,81,120,240
118280,89,120,120
118520,77,120,240
118760,89,120,120
119000,80,120,240
119240,88,120,120
119480,76,120,240
119720,88,120,120
119960,95,120,240
120200,92,120,120
120440,92,120,240
120680,92,120,120
120920,91,120,920
121160,91,120,120
121640,91,120,120
122840,86,120,240
123320,93,120,240
123800,88,120,240
124280,93,120,240
124760,89,120,240
125240,91,120,230
125480,93,120,230
125720,91,120,240
126200,95,120,240
126680,98,120,230
126920,93,120,230
127160,100,120,230
127400,101,120,120
127640,100,120,230
127880,101,120,120
128000,100,120,120
128120,98,120,230
128360,96,120,120
128600,93,120,230
128840,96,120,180
129080,91,120,230
129320,93,120,180
129560,89,120,920
130520,86,120,240
131000,93,120,240
131480,88,120,240
131960,93,120,240
132440,89,120,240
132920,91,120,230
133160,93,120,230
133400,91,120,240
133880,95,120,240
134360,98,120,230
134600,93,120,230
134840,100,120,230
135080,101,120,120
135320,100,120,230
135560,101,120,120
135680,100,120,120
135800,98,120,230
136040,96,120,120
136280,98,120,1900
138200,86,120,240
138680,93,120,240
139160,88,120,240
139640,93,120,240
140120,89,120,240
140600,91,120,230
140840,93,120,230
141080,91,120,240
141560,95,120,240
142040,98,120,230
142280,93,120,230
142520,100,120,230
142760,101,120,120
143000,100,120,230
143240,101,120,120
143360,100,120,120
143480,98,120,230
143720,96,120,120
143960,93,120,230
144200,96,120,180
144440,91,120,230
144680,93,120,180
144920,89,120,920
145880,86,120,240
146360,93,120,240
146840,88,120,240
147320,93,120,240
147800,89,120,240
148280,91,120,230
148520,93,120,230
148760,91,120,240
149240,95,120,240
149720,98,120,230
149960,93,120,230
150200,100,120,230
150440,101,120,120
150680,100,120,230
150920,101,120,120
151040,100,120,120
151160,98,120,230
151400,96,120,120
151640,98,120,1900
